ID,NAME,HEALTH,DAMAGE,RANGE,SPEED,LOS
871,anthe,4,5,1,3,1
872,anthea,1,1,2,3,6
873,anthia,7,4,2,3,3
874,anthonis,9,3,3,6,3
875,anthony,5,9,3,4,2
876,antin,7,5,2,7,5
877,antinucc,10,4,1,4,8
878,antkowia,3,8,2,4,10
879,antle,3,3,2,3,4
880,antoft,10,1,1,6,7
881,antoine,5,6,3,6,1
882,antoinet,5,3,1,10,4
883,anton,7,3,2,4,7
884,anton-ph,9,2,1,3,1
885,antonare,9,2,1,1,4
886,antone,2,7,2,2,10
887,antonell,4,5,2,4,1
888,antonett,3,2,3,9,2
889,antoni,2,5,2,9,4
890,antonia,6,6,1,4,6
891,antonie,1,10,3,9,3
892,antoniet,10,9,2,1,7
893,antonin,8,4,3,1,7
894,antonina,9,1,1,8,6
895,antonino,3,4,3,7,4
896,antonio,6,5,3,10,2
897,antonios,2,8,3,7,2
898,antonius,1,6,3,5,4
899,antony,8,8,3,2,8
900,antti,10,10,1,1,3
901,antuan,3,8,2,3,3
902,antworth,3,9,2,4,5
903,anup,7,2,3,5,2
904,anupam,7,1,2,4,9
905,anurag,6,2,3,5,2
906,anvradha,5,3,2,3,8
907,any,8,5,1,6,9
908,anzarout,4,1,2,4,5
909,anzures,7,8,1,2,4
910,aoki,2,1,3,7,4
911,aparicio,2,7,1,4,9
912,aparna,10,1,2,2,2
913,aphrodit,10,8,2,2,3
914,api-ecm,7,6,1,6,8
915,apiruksa,5,9,3,5,3
916,apollo,1,6,3,10,10
917,apostolo,5,1,3,1,2
918,appell,4,8,2,6,2
919,appenzel,6,3,1,4,8
920,applebau,7,9,2,3,4
921,applegar,3,8,2,10,6
922,appleton,10,4,3,1,8
923,appleyar,3,7,2,7,6
924,applicat,1,10,2,2,4
925,applicon,1,8,2,6,2
926,appoloni,6,6,2,3,3
927,appuglie,7,7,3,5,8
928,apriel,10,2,3,4,1
929,april,8,8,1,2,5
930,aprilett,5,8,3,2,4
931,aprill,1,5,3,6,5
932,apryle,10,4,1,1,5
933,apurba,5,5,3,8,4
934,ara,6,9,3,9,2
935,arabadji,9,4,3,1,1
936,arabel,4,5,2,3,8
937,arabela,5,9,2,5,5
938,arabele,10,9,1,4,6
939,arabelle,2,10,2,8,7
940,aragon,4,9,1,7,4
941,arai,9,3,3,7,4
942,araldo,3,8,2,6,7
943,aramideh,8,2,3,5,2
944,arana,3,3,3,3,8
945,arash,4,5,2,10,5
946,aravamud,3,3,2,3,9
947,arbel,8,2,3,5,9
948,arbenz,7,4,3,2,6
949,arbo,5,5,3,4,8
950,arbuckle,9,4,1,1,6
951,arch,8,4,1,8,6
952,archaimb,10,5,1,1,2
953,archamba,2,2,2,9,4
954,archana,1,4,2,1,8
955,archer,3,7,1,6,7
956,archibal,3,10,2,3,7
957,archibol,6,8,1,6,9
958,archie,9,5,3,2,1
959,archy,9,9,3,5,3
960,arco,10,3,2,8,6
961,arcouet,7,1,1,6,7
962,ard,6,3,3,3,5
963,arda,2,6,2,5,2
964,ardath,8,3,2,6,10
965,ardavan,6,3,2,10,6
966,ardeen,7,7,1,3,5
967,ardelia,6,7,3,2,8
968,ardelis,3,6,2,4,8
969,ardella,5,5,3,6,1
970,arden,6,6,1,6,8
971,ardenia,2,2,3,1,10
972,ardie,7,2,3,9,10
973,ardiel,2,1,1,4,9
974,ardine,10,3,3,5,2
975,ardis,8,2,3,3,6
976,ardizone,9,5,1,9,7
977,ardra,3,6,2,1,6
978,ardyce,1,2,1,2,8
979,ardys,10,1,2,9,3
980,aref,1,4,1,10,5
981,areg,2,3,3,8,8
982,arel,8,8,2,3,9
983,arellano,2,6,2,4,6
984,arend,10,6,2,1,1
985,arens,7,2,3,4,6
986,ares,5,4,3,8,7
987,aretha,2,8,2,6,7
988,areu,2,9,2,5,7
989,argento,1,4,2,1,1
990,ari,1,3,1,7,9
991,ariana,10,3,2,6,5
992,arias,8,2,3,5,9
993,aribindi,9,4,1,5,7
994,aric,9,1,3,7,8
995,aridatha,7,1,2,8,9
996,ariella,5,2,1,10,9
997,arielle,10,3,2,9,4
998,arif,6,8,1,5,7
999,arin,10,5,2,1,5
1000,arina,7,5,3,6,3
1001,arine,7,1,1,3,7
1002,ario,3,1,3,7,1
1003,aristide,4,5,2,2,2
1004,aristotl,10,3,3,10,5
1005,arjun,1,8,2,1,8
1006,arkestei,8,1,1,8,5
1007,arko,9,3,2,4,4
1008,arlan,4,7,1,3,10
1009,arlana,1,5,3,5,9
1010,arlee,3,5,3,5,5
1011,arleen,5,3,1,3,6
1012,arlen,5,6,1,9,5
1013,arlene,1,9,1,6,3
1014,arles,5,5,2,10,4
1015,arleta,9,5,1,2,4
1016,arley,5,4,3,3,10
1017,arlie,5,7,2,5,7
1018,arliene,4,7,3,3,9
1019,arlin,7,8,3,6,5
1020,arlina,8,8,1,4,1
1021,arlinda,10,7,1,6,2
1022,arluene,3,10,3,8,4
1023,arlyn,6,4,3,8,10
1024,arlyne,4,7,1,2,7
1025,arman,7,6,3,9,4
1026,armand,9,3,3,8,5
1027,armande,2,3,3,9,9
1028,armando,2,3,3,3,8
1029,armbrust,10,2,3,4,2
1030,armelia,2,4,1,9,2
1031,armelle,8,4,3,1,2
1032,armenaki,10,8,1,2,9
1033,armenta,3,7,2,6,1
1034,armida,7,6,1,5,5
1035,armijo,1,3,2,6,5
1036,armin,1,7,1,10,9
1037,armine,10,7,3,2,1
1038,armitage,4,9,1,4,4
1039,armolavi,5,10,3,3,9
1040,armour,10,2,2,2,1
1041,armstead,1,9,1,10,1
1042,armstron,8,7,3,3,6
1043,arn,1,2,3,1,7
1044,arnaldo,2,8,3,7,5
1045,arnav,5,4,1,10,5
1046,arne,6,6,2,5,2
1047,arnett,3,9,1,9,4
1048,arney,8,8,3,7,5
1049,arni,9,4,3,8,1
1050,arnis,8,5,2,6,4
1051,arno,1,9,1,6,6
1052,arnold,3,1,3,5,7
1053,arnoldo,7,9,3,4,4
1054,arnon,8,8,3,9,3
1055,arnone,10,7,2,5,3
1056,arnott,2,7,3,5,3
1057,arnuad,6,7,3,2,5
1058,arny,4,7,1,6,6
1059,aroldo,2,6,1,6,2
1060,aron,1,4,2,4,2
1061,arona,9,6,2,5,7
1062,aronovic,10,1,3,9,7
1063,aronson,3,7,3,10,4
1064,aronstam,10,5,3,1,5
1065,arpin,3,4,3,7,3
1066,arpita,7,8,1,3,3
1067,arrgh,9,6,2,2,8
1068,arri,1,10,1,10,1
1069,arro,1,8,3,6,2
1070,arron,7,8,1,1,7
1071,arsavir,2,8,2,7,3
1072,arsenaul,7,1,1,3,8
1073,arseneau,10,4,3,4,8
1074,arshad,7,3,1,1,9
1075,art,8,3,1,4,1
1076,artair,6,2,2,10,5
1077,arte,4,10,3,5,2
1078,artemas,4,1,3,1,7
1079,artemis,2,4,3,2,7
1080,artemus,10,7,3,6,5
1081,arther,2,5,3,8,2
1082,arthur,5,7,2,10,3
1083,artie,2,3,2,10,9
1084,artiller,1,10,1,5,3
1085,arto,3,1,1,7,7
1086,artola,2,2,3,6,7
1087,arts,1,3,1,6,7
1088,artur,7,7,2,3,9
1089,arturo,9,9,2,2,3
1090,artuso,3,1,2,8,10
1091,arty,8,2,1,7,8
1092,artzer,5,6,1,6,2
1093,arul,9,7,3,6,6
1094,arumugam,1,10,2,2,9
1095,aruna,7,3,3,6,4
1096,arunacha,4,8,2,4,1
1097,arv,9,1,1,2,10
1098,arvid,4,4,2,6,3
1099,arvie,7,3,2,4,6
1100,arvin,7,6,3,9,2
1101,arvind,2,8,3,4,2
1102,arvy,4,7,3,6,1
1103,arwakhi,2,3,3,8,6
1104,arya,2,1,3,7,8
1105,aryavong,8,5,2,2,7
1106,aryn,4,6,2,10,1
1107,arzu,6,9,1,3,9
1108,asa,8,9,2,7,2
1109,asad,2,9,3,8,10
1110,asan,5,6,1,2,8
1111,asawa,9,2,1,3,3
1112,asbill,9,1,3,1,5
1113,asbjorn,3,3,1,2,8
1114,asce,8,6,1,2,4
1115,ascott,9,6,1,6,7
1116,asdel,6,10,2,7,4
1117,ase,3,9,1,4,10
1118,asfazado,4,6,1,2,6
1119,ash,5,7,3,7,1
1120,ashalata,6,1,1,2,10
1121,ashar,10,4,1,7,5
1122,ashbee,2,1,3,9,4
1123,ashberry,6,1,2,3,3
1124,ashbey,3,2,3,3,10
1125,ashby,5,9,1,4,5
1126,ashdown,1,3,1,10,1
1127,ashely,4,4,3,1,3
1128,asher,2,5,1,3,3
1129,ashfaq,6,3,1,6,3
1130,ashford,4,9,1,3,3
1131,ashien,4,9,2,5,5
1132,ashil,2,1,2,6,3
1133,ashima,7,2,1,10,4
1134,ashis,2,8,3,7,3
1135,ashla,5,10,3,3,8
1136,ashlan,2,3,1,2,5
1137,ashlee,7,10,2,3,9
1138,ashley,7,2,3,10,4
1139,ashli,2,7,1,6,2
1140,ashlie,2,9,3,2,9
1141,ashlin,10,6,1,5,7
1142,ashly,3,9,1,4,4
1143,ashmore,6,7,2,9,2
1144,ashok,5,4,2,2,1
1145,ashoka,1,1,2,6,5
1146,ashrae,2,7,3,10,4
1147,ashraf,3,8,3,4,1
1148,ashruf,4,1,3,10,3
1149,ashton,1,10,1,9,1
1150,ashu,2,9,3,4,5
1151,ashurkof,4,6,1,4,9
1152,ashutosh,9,4,2,3,8
1153,ashwin,1,6,1,8,8
1154,ashwood-,1,5,2,6,6
1155,ashworth,5,8,3,8,2
1156,asia,4,6,2,2,8
1157,asif,6,3,1,9,4
1158,asing,6,8,2,6,5
1159,asmar,3,9,1,9,8
1160,asme,3,1,2,10,5
1161,asnat,7,7,3,3,10
1162,asops,8,1,3,7,8
1163,asprer,2,5,1,10,2
1164,asquin,5,8,1,8,8
1165,assaad,3,8,3,9,2
1166,assaf,6,8,1,3,6
1167,asselin,5,4,1,10,4
1168,assenza,7,1,2,5,5
1169,assistan,7,4,3,9,4
1170,associat,9,3,2,3,3
1171,astaire,6,4,2,4,6
1172,astalos,3,4,3,3,7
1173,astle,8,6,3,1,5
1174,astley,9,1,2,4,8
1175,aston,6,2,2,4,5
1176,astor,6,8,2,8,3
1177,astorino,9,6,1,8,5
1178,astra,4,2,2,8,9
1179,astrid,7,4,2,7,5
1180,astrix,7,3,3,6,10
1181,aswini,7,6,2,2,6
1182,atalanta,8,3,1,9,8
1183,atalla,7,7,1,7,3
1184,atcheson,1,2,3,4,10
1185,atchison,2,2,1,6,2
1186,atef,6,6,2,3,6
1187,athalie,6,6,3,9,2
1188,athanasi,2,7,3,8,2
1189,athanass,4,8,1,1,6
1190,athar,9,3,1,1,2
1191,athena,10,5,2,3,5
1192,athene,6,4,2,5,3
1193,athony,1,5,3,1,1
1194,athwal,8,1,2,9,6
1195,atindra,8,8,1,4,6
1196,atique,6,5,1,5,4
1197,atkins,8,10,3,4,3
1198,atkinson,8,6,2,10,2
1199,atl,7,4,2,10,1
1200,atl-sale,8,10,1,4,8
1201,atlanta,10,3,1,8,4
1202,atlante,4,7,2,4,4
1203,atlantic,2,1,2,4,5
1204,atmane,9,8,3,3,7
1205,atoui,6,7,2,7,9
1206,atp,3,6,3,7,6
1207,atpco,8,7,2,2,10
1208,atprs,8,1,1,3,2
1209,atputhar,7,5,3,5,5
1210,atrc,7,3,1,3,1
1211,atsuo,1,8,2,3,3
1212,atsushi,6,8,1,8,7
1213,atta,1,9,3,10,8
1214,attaie,9,1,2,2,3
1215,attanasi,6,9,1,6,9
1216,attarchi,9,2,3,4,10
1217,attard,1,4,3,3,10
1218,attaway,6,4,3,6,8
1219,atte,10,3,1,1,4
1220,attenbor,7,2,3,3,10
1221,atteridg,7,6,3,7,1
1222,attfield,8,9,2,3,2
1223,attilio,7,6,1,8,7
1224,attilla,5,6,1,1,1
1225,atul,7,5,2,7,3
1226,atwater,6,1,1,6,2
1227,atwell,10,9,1,5,6
1228,au-yang,4,4,2,4,10
1229,au-yeung,7,4,2,8,5
1230,aube,2,5,3,8,7
1231,auberon,2,7,1,9,7
1232,auberta,1,2,2,2,10
1233,aubin,6,3,1,8,4
1234,aubine,6,9,1,4,2
1235,aubree,3,6,2,4,2
1236,aubrette,2,3,3,1,3
1237,aubrey,9,4,1,1,6
1238,aubrie,7,4,2,5,8
1239,aubry,2,1,3,9,10
1240,aubuchon,8,8,3,9,1
1241,aucoin,9,10,1,2,6
1242,audet,1,10,3,2,3
1243,audette,8,5,2,3,3
1244,audi,3,4,3,2,7
1245,audie,8,4,1,9,1
1246,audivox,4,5,2,3,2
1247,audre,1,8,1,8,10
1248,audrean,1,9,1,2,4
1249,audrey,4,7,3,1,1
1250,audrie,8,7,3,8,1
1251,audrienn,4,5,2,2,5
1252,audry,2,6,3,5,1
1253,audrye,10,4,3,5,3
1254,audy,6,6,3,3,6
1255,auerbach,7,2,1,6,2
1256,augeri,3,7,3,2,6
1257,augie,7,8,2,6,4
1258,august,10,5,1,4,8
1259,augusta,6,9,3,9,2
1260,auguste,7,8,3,2,4
1261,augustin,9,3,1,9,3
1262,augusto,1,4,1,6,2
1263,augustus,10,4,1,7,1
1264,augy,6,1,3,3,9
1265,auker,3,3,3,7,6
1266,aula,6,7,2,7,9
1267,aulakh,5,4,3,6,1
1268,auld,4,7,1,5,1
1269,ault,1,2,2,6,2
1270,aumoine,10,4,3,4,7
1271,aundrea,7,9,1,3,1
1272,aunon,1,7,1,6,8
1273,aura,10,6,2,1,4
1274,aurea,2,10,3,5,9
1275,aurel,4,7,1,6,3
1276,aurelia,6,4,1,7,8
1277,aurelie,3,7,3,8,7
1278,aurelius,10,3,3,10,5
1279,auria,9,3,1,7,3
1280,aurie,7,3,1,5,8
1281,aurilia,3,10,3,3,1
1282,auriol,3,1,3,4,5
1283,aurlie,5,8,3,6,5
1284,auro,2,4,2,7,6
1285,auroora,6,7,2,8,8
1286,aurora,6,5,2,6,8
1287,aurthur,8,6,3,5,8
1288,ausley,8,4,1,5,1
1289,austen,10,5,2,6,6
1290,austin,2,3,1,2,5
1291,austine,6,1,3,10,7
1292,auth,10,2,1,8,3
1293,auto,6,1,3,3,3
1294,auton,3,5,2,8,4
1295,autoquot,5,3,1,10,5
1296,ava,4,6,1,7,1
1297,avard,4,8,2,4,9
1298,avaz,4,4,3,9,4
1299,ave,7,2,3,1,5
1300,avedis,3,7,3,1,5
1301,aveline,3,3,2,3,6
1302,avellane,4,9,3,9,2
1303,averardo,1,10,1,3,4
1304,averell,1,7,1,6,9
1305,averett,8,4,3,6,9
1306,averette,9,8,3,1,8
1307,averill,5,9,3,1,4
1308,aversa,9,5,3,10,2
1309,avery,3,5,1,1,3
1310,avictor,8,3,1,5,1
1311,avie,7,2,1,3,8
1312,avigdor,4,2,1,6,5
1313,avilez,6,1,2,7,7
1314,avinash,9,4,1,4,2
1315,avirett,1,7,3,4,4
1316,avis,2,8,3,6,2
1317,aviva,2,2,3,6,7
1318,avivah,1,6,2,4,6
1319,avra,1,8,3,10,4
1320,avram,5,2,1,2,4
1321,avril,6,1,1,3,8
1322,avrit,5,4,1,5,6
1323,avtar,5,3,2,2,1
1324,awadalla,6,7,1,1,7
1325,awadia,5,3,3,6,3
1326,awan,8,2,1,9,5
1327,awano,10,2,3,2,6
1328,ax,1,7,1,5,8
1329,axberg,7,7,3,2,3
1330,axe,1,10,1,3,10
1331,axel,1,3,2,1,7
1332,ayako,8,2,2,3,10
1333,ayandeh,4,10,2,7,5
1334,ayao,7,8,1,6,7
1335,ayaz,4,5,1,9,7
1336,aybars,6,6,3,8,4
1337,ayda,1,1,3,2,5
1338,ayers,9,2,2,3,2
1339,ayles,3,4,3,2,7
1340,aylmar,2,6,1,10,6
1341,aylmer,5,5,3,9,8
1342,aylwin,8,2,3,6,7
1343,aymer,9,7,1,9,5
1344,ayn,3,8,2,3,4
1345,ayodele,9,10,2,7,3
1346,ayotte,3,5,3,1,10
1347,ayoubzad,6,6,2,2,9
1348,ayoup,6,1,3,1,5
1349,ayrault,4,7,1,9,9
1350,ayres,9,8,3,3,5
1351,ayscue,3,9,2,2,5
1352,ayse,3,7,2,1,6
1353,ayukawa,9,7,3,3,8
1354,aywie,3,6,3,4,4
1355,ayyuce,7,1,2,5,1
1356,azad,5,2,2,8,9
1357,azar,5,1,2,10,5
1358,azarshah,2,1,3,9,5
1359,azevedo,7,10,2,2,6
1360,azhar,6,3,2,9,8
1361,azim,1,1,3,10,5
1362,aziz,9,2,2,2,2
1363,azizuddi,5,1,3,7,10
1364,azmak,6,4,1,2,9
1365,azmeena,9,7,2,4,7
1366,azmina,1,1,1,5,3
1367,azzuolo,5,8,1,5,4
1368,ba,6,9,1,4,10
1369,baab,7,1,3,9,1
1370,baader,2,3,1,1,6
1371,bab,4,1,1,7,10
1372,bababunm,5,1,2,4,2
1373,babak,7,6,1,3,2
1374,babalola,2,10,1,8,6
1375,babar,8,5,3,1,1
1376,babara,3,3,1,1,8
1377,babasaki,6,10,3,1,9
1378,babatund,1,8,3,3,9
1379,babb,8,1,3,1,7
1380,babbage,8,10,3,2,7
1381,babbette,3,1,3,2,5
1382,babbie,6,2,1,10,7
1383,babcock,6,9,2,1,7
1384,baber,4,8,2,7,6
1385,babette,10,1,2,4,7
1386,babin,6,2,3,8,3
1387,babineau,3,4,2,8,7
1388,babione,5,10,3,4,7
1389,babita,3,6,2,3,10
1390,babs,2,7,2,1,3
1391,babu,7,10,2,4,2
1392,baby,7,4,1,7,8
1393,babyak,7,2,1,6,3
1394,baccari,7,1,2,8,3
1395,bacchioc,7,5,1,5,2
1396,bacchus,4,10,3,6,8
1397,bacciagl,9,5,1,6,2
1398,bach,3,3,1,4,6
1399,bachecon,2,4,3,8,1
1400,bachelu,7,7,1,1,2
1401,bachitta,10,4,2,1,5
1402,bachmann,8,2,1,4,8
1403,bachner,10,2,3,8,5
1404,bachynsk,5,1,2,1,5
1405,bacon,4,3,2,8,4
1406,baddeley,7,6,1,4,8
1407,badelt,6,6,2,3,8
1408,badger,3,2,1,1,6
1409,badjari,10,8,1,5,2
1410,badmingt,8,5,2,7,5
1411,badowski,7,6,2,6,3
1412,badri,6,3,2,5,7
1413,badza,3,10,3,6,6
1414,baenzige,1,4,3,3,4
1415,baer,2,3,1,1,6
1416,baerg,8,4,3,4,8
1417,baets,5,3,1,2,2
1418,bagg,10,2,3,5,7
1419,baggerma,3,9,2,7,8
1420,baghdadi,6,1,1,9,10
1421,bagnato,1,6,1,5,7
1422,bagshaw,2,2,3,7,6
1423,bagwell,4,4,2,8,3
1424,baha,2,3,3,8,9
1425,bahaa,6,4,1,5,8
1426,bahadir,6,3,2,7,3
1427,bahgat,9,2,3,3,2
1428,bahia,8,1,2,8,5
1429,bahl,4,4,1,2,3
1430,bahman,8,5,1,6,4
1431,bahoric,4,5,1,3,4
1432,bahram,9,2,2,3,7
1433,bail,7,7,1,3,1
1434,bailetti,9,4,2,1,7
1435,bailey,4,7,3,10,3
1436,baillie,2,4,1,3,6
1437,baily,7,5,2,5,2
1438,bain,9,4,2,4,5
1439,bainer,3,1,3,7,4
1440,baines,2,8,3,3,10
1441,bains,8,4,1,8,2
1442,bainton,9,1,1,8,8
1443,baird,9,10,1,9,1
1444,bajada,1,1,3,9,3
1445,bajpeyi,6,2,2,8,9
1446,bakay,2,10,2,7,3
1447,baker-gr,1,6,1,1,10
1448,bakhach,2,7,2,7,5
1449,bakkum,2,5,2,10,8
1450,bakoury,4,7,2,9,7
1451,bal,7,6,3,2,1
1452,balaban,1,5,2,10,9
1453,balabani,2,4,1,9,6
1454,balachan,8,4,1,2,7
1455,balakris,3,3,1,4,10
1456,balanger,8,6,1,8,3
1457,balascak,8,7,2,7,1
1458,balasing,4,5,3,7,10
1459,balbir,2,8,2,9,8
1460,balcom,1,2,2,9,1
1461,bald,7,10,1,7,3
1462,balderst,3,5,2,7,3
1463,baldev,1,9,1,8,1
1464,baldock,4,2,1,1,6
1465,baldridg,5,2,2,10,2
1466,baldwin,1,7,1,5,2
1467,bale,4,10,1,3,10
1468,bales,3,9,1,1,7
1469,balfour,7,4,2,4,10
1470,baljinde,4,5,3,1,5
1471,balkenho,9,1,1,3,3
1472,balkisso,2,4,1,7,3
1473,ballanti,3,7,2,2,9
1474,ballard,1,10,2,2,8
1475,ballarte,1,3,2,6,7
1476,ballinge,1,5,1,5,4
1477,ballios,6,6,1,8,9
1478,ballou,9,2,1,5,5
1479,ballyk,2,8,2,2,4
1480,balmer,2,1,3,1,7
1481,balog,4,6,2,10,2
1482,balogh,7,3,1,10,9
1483,balsas,2,7,3,5,8
1484,balser,10,4,3,2,1
1485,balter,10,9,2,2,5
1486,baltodan,1,1,3,3,2
1487,balutis,3,5,2,4,4
1488,balvinde,3,3,1,5,8
1489,bam,9,2,2,7,3
1490,bambang,7,7,3,7,3
1491,bambi,2,4,3,7,8
1492,bamby,6,4,2,8,6
1493,ban,3,6,1,5,8
1494,banaei,5,3,3,9,4
1495,bancroft,4,1,1,1,3
1496,bandel,3,10,3,5,3
1497,banerd,10,9,1,3,2
1498,banez,10,2,3,4,3
1499,banfalvi,3,4,2,8,8
1500,bang,1,2,2,9,4
1501,bangert,3,9,2,9,7
1502,bangia,1,5,1,6,2
1503,banh,6,4,1,8,6
1504,banigan,7,4,1,9,9
1505,banik,4,8,3,1,1
1506,bank,5,9,1,4,2
1507,bankhead,8,2,2,6,4
1508,banky,7,4,3,1,4
1509,bannai,3,4,1,3,4
1510,bannard,2,9,3,4,8
1511,banniste,5,8,1,4,9
1512,banu,8,5,2,4,9
1513,banville,3,3,1,9,4
1514,bao,5,7,3,9,5
1515,baominh,7,10,1,2,5
1516,baquero,8,8,1,4,1
1517,bar,5,8,3,9,5
1518,barabash,7,1,3,7,2
1519,baragar,9,4,2,5,3
1520,baran,3,6,2,8,6
1521,barb,8,7,3,5,2
1522,barba,2,10,1,8,2
1523,barbabas,5,3,3,1,6
1524,barbabra,5,3,1,1,1
1525,barbara,4,8,1,7,5
1526,barbara-,6,5,2,5,1
1527,barbaraa,10,2,2,9,5
1528,barbary,5,5,3,3,2
1529,barbe,10,4,2,9,1
1530,barbeau,7,6,3,7,4
1531,barbee,5,9,2,9,3
1532,barberen,6,2,1,8,1
1533,barbette,2,3,3,6,4
1534,barbey,10,2,1,5,8
1535,barbi,9,8,1,3,9
1536,barbie,9,2,3,5,6
1537,barbour,2,2,2,10,1
1538,barbra,10,4,2,10,2
1539,barby,1,7,1,3,1
1540,barclay,4,2,1,3,4
1541,barcza,3,9,1,5,10
1542,bard,7,6,1,9,3
1543,barde,9,9,3,2,4
1544,barel,10,7,1,10,1
1545,barenie,3,10,1,2,6
1546,barentse,5,8,1,4,3
1547,barfield,8,8,2,5,5
1548,barham,3,5,3,6,8
1549,bari,9,6,2,4,1
1550,baribeau,3,7,3,9,6
1551,baril,4,1,3,10,2
1552,baris,1,3,2,2,2
1553,barker,2,8,2,1,2
1554,barkhous,7,7,2,1,9
1555,barkley,1,8,1,8,9
1556,barkwill,1,9,3,10,5
1557,barlas,8,7,1,7,7
1558,barlow,3,8,3,7,10
1559,barn,1,8,1,2,6
1560,barnabas,6,3,2,8,10
1561,barnabe,1,6,2,4,7
1562,barnaby,7,5,1,2,5
1563,barnard,5,9,2,3,10
1564,barnebas,9,10,1,10,1
1565,barnes,8,3,3,7,4
1566,barnett,4,3,3,3,10
1567,barney,4,10,1,2,5
1568,barnhard,5,5,2,10,5
1569,barnhill,9,5,3,5,8
1570,barnhous,10,7,3,8,3
1571,barnicke,5,3,2,6,6
1572,barnie,8,5,1,10,6
1573,barnwell,7,4,1,7,9
1574,barny,3,5,3,2,4
1575,barolet,9,3,3,7,7
1576,baron,2,9,3,8,6
1577,barr,6,1,2,3,6
1578,barraclo,2,4,3,7,2
1579,barrass,7,9,3,1,8
1580,barrell,4,1,1,3,7
1581,barret,9,7,3,2,7
1582,barreyre,4,5,3,10,4
1583,barri,10,3,3,1,2
1584,barrient,9,5,1,3,2
1585,barriere,8,2,2,3,5
1586,barringt,8,6,2,6,7
1587,barrio,3,9,3,3,2
1588,barris,2,2,3,10,9
1589,barritt,3,6,1,8,8
1590,barron,9,4,3,2,8
1591,barry,10,7,3,5,1
1592,barsch,5,10,1,5,3
1593,barsha,1,4,1,5,4
1594,barsky,3,2,1,9,4
1595,barsony,10,10,1,1,9
1596,barstow,10,9,1,5,6
1597,barszcze,6,2,3,9,4
1598,bart,3,5,3,8,7
1599,bartel,3,5,3,7,1
1600,barth,1,7,3,6,2
1601,barthel,8,1,1,5,7
1602,barthole,6,6,1,10,5
1603,bartholo,2,8,2,10,3
1604,bartie,7,1,3,2,8
1605,bartkows,1,7,1,8,7
1606,bartlet,6,7,1,8,3
1607,bartlett,3,8,2,10,6
1608,bartley,2,6,3,8,1
1609,bartolom,4,7,1,3,9
1610,barton,7,4,1,3,4
1611,bartra,3,5,1,8,6
1612,bartram,3,3,1,8,3
1613,bartush,3,3,2,3,10
1614,bartz,5,3,1,8,7
1615,baruk,6,3,3,7,1
1616,barwikow,6,2,2,3,7
1617,bary,7,5,2,7,9
1618,basa,10,3,1,6,6
1619,basco,6,6,3,7,1
1620,bascombe,4,1,3,4,1
1621,base,4,1,2,9,5
1622,bashton,9,8,1,4,4
1623,basil,6,6,1,8,6
1624,basile,2,7,1,4,8
1625,basilio,3,1,2,9,9
1626,basilius,9,4,3,4,4
1627,basinger,5,5,2,5,4
1628,baskervi,1,1,3,8,6
1629,basladyn,2,1,2,3,1
1630,basmadji,9,9,3,4,3
1631,basnett,1,1,1,6,9
1632,bason,5,2,1,4,10
1633,basrur,10,3,1,1,7
1634,bassam,6,2,2,6,7
1635,bassem,2,5,1,7,5
1636,basser,8,9,3,3,7
1637,bassett,8,8,1,6,6
1638,bassigna,5,6,3,6,9
1639,basta,3,2,2,6,5
1640,bastani,9,9,1,9,1
1641,bastarac,10,7,2,4,6
1642,bastian,1,5,3,7,3
1643,bastien,2,8,2,5,4
1644,basu,8,1,3,6,8
1645,bat,5,5,3,9,6
1646,batcheld,3,6,1,5,4
1647,batchelo,2,5,1,5,9
1648,batchoun,10,8,1,5,5
1649,bateman,4,4,3,1,8
1650,batholom,3,7,1,7,4
1651,bathrick,4,2,1,8,9
1652,bathsheb,3,3,1,1,9
1653,batsheva,6,8,2,3,4
1654,batson,10,9,2,1,3
1655,battersb,7,9,1,3,9
1656,battersh,9,10,1,3,4
1657,battisto,4,5,3,9,7
1658,batura,10,7,1,5,1
1659,baudais,7,1,3,2,4
1660,baudoin,8,8,3,9,1
1661,bauer,8,4,3,4,4
1662,baughan,10,5,2,6,3
1663,baum,8,10,2,3,6
1664,baumann,5,9,3,4,1
1665,baumberg,2,9,3,7,1
1666,baumert,3,9,1,5,10
1667,bautista,2,4,2,5,6
1668,bax,4,8,1,6,3
1669,baxie,7,10,3,5,4
1670,baxter,8,9,3,1,5
1671,baxy,2,5,1,4,3
1672,bay,10,2,3,2,5
1673,bayard,2,5,3,10,9
1674,bayer,1,6,2,4,1
1675,bayerkoh,1,1,1,4,10
1676,bayless,1,7,2,1,8
1677,bayley,1,8,2,2,6
1678,bayne,2,7,2,8,1
1679,baynes,2,8,1,1,2
1680,bayno,7,4,2,2,5
1681,bayola,2,4,1,7,10
1682,bayrakta,9,7,2,4,7
1683,bays,5,4,1,6,9
1684,bazemore,6,6,1,4,3
1685,bazerghi,2,3,3,3,3
1686,bazerman,10,8,1,1,2
1687,bazik,1,6,1,8,1
1688,baziuk,1,6,1,1,3
1689,bcs,6,5,3,3,10
1690,bcspatch,10,7,3,6,1
1691,bea,3,1,1,5,3
1692,beach,5,4,1,8,4
1693,beagley,9,4,3,10,6
1694,beal,2,8,1,8,6
1695,beale,5,2,2,7,5
1696,beall,8,8,1,6,5
1697,beals,9,8,2,6,3
1698,beana,5,6,1,8,2
